Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear
LBCF10LA	1,2,3,4,6,7,8,9-Octachlorodibenzofuran (ocdf) Lipid Adjusted (pg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCF10LA	1,2,3,4,6,7,8,9-Octachlorodibenzofuran (ocdf) Lipid Adjusted (pg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCHXC	3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) (fg/g)	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCHXC	3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) (fg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCHXC	3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) (fg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCHXCLA	3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) Lipid Adjusted	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCHXCLA	3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) Lipid Adjusted (pg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCHXCLA	3,3',4,4',5,5'-hexachlorobiphenyl (hxcb) Lipid Adjusted (pg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCPCB	3,3',4,4',5-Pentachlorobiphenyl (pncb) (fg/g)	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCPCB	3,3',4,4',5-Pentachlorobiphenyl (pncb) (fg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCPCB	3,3',4,4',5-Pentachlorobiphenyl (pncb) (fg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCPCBLA	3,3',4,4',5-Pentachlorobiphenyl (pncb) Lipid Adjusted	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCPCBLA	3,3',4,4',5-Pentachlorobiphenyl (pncb) Lipid Adjusted (pg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCPCBLA	3,3',4,4',5-Pentachlorobiphenyl (pncb) Lipid Adjusted (pg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCTC2	3,4,4',5-Tetrachlorobiphenyl (tcb) (fg/g)	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCTC2	3,4,4',5-Tetrachlorobiphenyl (tcb) (fg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCTC2	3,4,4',5-Tetrachlorobiphenyl (tcb) (fg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCTC2LA	3,4,4',5-Tetrachlorobiphenyl (tcb) Lipid Adjusted	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCTC2LA	3,4,4',5-Tetrachlorobiphenyl (tcb) Lipid Adjusted (pg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCTC2LA	3,4,4',5-Tetrachlorobiphenyl (tcb) Lipid Adjusted (pg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCTCD	2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) (fg/g)	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCTCD	2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) (fg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCTCD	2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) (fg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
LBCTCDLA	2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) Lipid Adjusted	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
LBCTCDLA	2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) Lipid Adjusted (pg/g)	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
LBCTCDLA	2,3,7,8-Tetrachlorodienzo-p-dioxin (tcdd) Lipid Adjusted (pg/g)	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
RIANSMP	Number of samples in a pool	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
RIANSMP	Number of samples in a pool	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
RIANSMP	Number of samples in a pool	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
RIDAGGRP	Age at Screening Adjudicated - Recode	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
RIDAGGRP	Age at Screening Adjudicated - Recode	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
RIDAGGRP	Age at Screening Adjudicated - Recode	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
RIDRETH1	Ethnicity - Recode	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
SAMPLEID	Pool identification number	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
SAMPLEID	Pool identification number	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
SAMPLEID	Pool identification number	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
WTSMSMPA	Adjusted sum sampling weights in same pool	DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2005	2006
WTSMSMPA	Adjusted sum sampling weights in same pool	DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2007	2008
WTSMSMPA	Adjust sum sampling weights in same pool	DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples	2009	2010
URXP01	1-Hydroxynaphthalene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP01	1-Hydroxynaphthalene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP02	2-Hydroxynaphthalene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP02	2-Hydroxynaphthalene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP03	3-Hydroxyfluorene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP03	3-Hydroxyfluorene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP04	2-Hydroxyfluorene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP04	2-Hydroxyfluorene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP06	1-Hydroxyphenanthrene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP06	1-Hydroxyphenanthrene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP10	1-Hydroxypyrene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP10	1-Hydroxypyrene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP25	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L)	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
URXP25	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L)	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXUCR	Urinary Creatinine	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
WTSA2YR	Subsample A weights	PAH_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2013	2014
WTSA2YR	Subsample A weights	PAH_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine	2015	2016
URXP01	1-Hydroxynaphthalene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP01	1-Hydroxynaphthalene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXP02	2-Hydroxynaphthalene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP02	2-Hydroxynaphthalene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXP03	3-Hydroxyfluorene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP03	3-Hydroxyfluorene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXP04	2-Hydroxyfluorene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP04	2-Hydroxyfluorene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXP06	1-Hydroxyphenanthrene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP06	1-Hydroxyphenanthrene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXP10	1-Hydroxypyrene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP10	1-Hydroxypyrene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXP25	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L)	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
URXP25	2-Hydroxyphenanthrene (ng/L) & 3-Hydroxyphenanthrene (ng/L)	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
URXUCR	Urinary Creatinine	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
WTFSM	Two Year Smoking Weights	PAHS_H	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2013	2014
WTFSM	Two Year Smoking Weights	PAHS_I	Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample	2015	2016
LBXEPAH	2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXEPAH	2-(N-ethyl-perfluorooctane sulfonamido) acetic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXEPAH	2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXEPAH	2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXEPAH	2-(N-Ethyl-perfluorooctane sulfonamido) acetic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXMPAH	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXMPAH	2-(N-methyl-perfluorooctane sulfonamido) acetic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXMPAH	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXMPAH	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXMPAH	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFBS	Perfluorobutane sulfonic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFBS	Perfluorobutane sulfonic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFBS	Perfluorobutane sulfonic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFBS	Perfluorobutane sulfonic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFBS	Perfluorobutane sulfonic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFDE	Pefluorodecanoic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFDE	Perfluorodecanoic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFDE	Pefluorodecanoic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFDE	Pefluorodecanoic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFDE	Pefluorodecanoic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFDO	Perflurododecanoic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFDO	Perfluorododecanoic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFDO	Perfluorododecanoic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFDO	Perflurododecanoic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFDO	Perflurododecanoic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFHP	Perfluoroheptanoic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFHP	Perfluoroheptanoic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFHP	Perfluoroheptanoic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFHP	Perfluoroheptanoic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFHP	Perfluoroheptanoic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFHS	Perfluorohexane sulfonic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFHS	Perfluorohexane sulfonic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFHS	Perfluorohexane sulfonic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFHS	Perfluorohexane sulfonic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFHS	Perfluorohexane sulfonic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFNA	Perfluorononanoic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFNA	Perfluorononanoic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFNA	Perfluorononanoic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFNA	Perfluorononanoic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFNA	Perfluorononanoic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFOA	Perfluorooctanoic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFOA	Perfluorooctanoic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFOA	Perfluorooctanoic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFOA	Perfluorooctanoic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFOA	Perfluorooctanoic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFOS	Perfluorooctane sulfonic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFOS	Perfluorooctane sulfonic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFOS	Perfluorooctane sulfonic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFOS	Perfluorooctane sulfonic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFOS	Perfluorooctane sulfonic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFSA	Perfluorooctane sulfonamide	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFSA	Perfluorooctane sulfonamide	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFSA	Perfluorooctane sulfonamide	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFSA	Perfluorooctane sulfonamide	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFSA	Perfluorooctane sulfonamide	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
LBXPFUA	Perfluoroundecanoic acid	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
LBXPFUA	Perfluoroundecanoic acid	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
LBXPFUA	Perfluoroundecanoic acid	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
LBXPFUA	Perfluoroundecanoic acid	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
LBXPFUA	Perfluoroundecanoic acid	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
WTSA2YR	Two-year MEC weights of subsample A	PFC_D	Polyfluoroalkyl Chemicals	2005	2006
WTSA2YR	Two-year MEC weights of subsample A	L24PFC_C	Polyfluoroalkyl Chemicals	2003	2004
WTSA2YR	Subsample A weights	PFC_G	Polyfluoroalkyl Chemicals	2011	2012
WTSC2YR	Two-year MEC weights of subsample C	PFC_E	Polyfluoroalkyl Chemicals	2007	2008
WTSC2YR	Two-year MEC weights of subsample C	PFC_F	Polyfluoroalkyl Chemicals	2009	2010
SAMPLEID	Pool identification number	POOLTF_F	Pooled-Sample Technical Support File	2009	2010
SAMPLEID	Pool identification number	POOLTF_G	Pooled-Sample Technical Support File	2011	2012
SAMPLEID	Pool identification number	POOLTF_H	Pooled-Sample Technical Support File	2013	2014
SAMPLEID	Pool identification number	POOLTF_I	Pooled-Sample Technical Support File	2015	2016
WTSA2YRA	Adjusted subsample weight for the individual participant in pooled sample	POOLTF_F	Pooled-Sample Technical Support File	2009	2010
WTSA2YRA	Adjusted subsample weight for the individual participant in pooled sample	POOLTF_G	Pooled-Sample Technical Support File	2011	2012
WTSB2YRA	Adjusted subsample weight for the individual participant in pooled sample	POOLTF_H	Pooled-Sample Technical Support File	2013	2014
WTSB2YRA	Adjusted subsample weight for the individual participant in pooled sample	POOLTF_I	Pooled-Sample Technical Support File	2015	2016
URXPREG	Pregnancy test result	UCPREG_E	Pregnancy Test - Urine	2007	2008
URXPREG	Pregnancy test result	UC	Pregnancy Test - Urine	1999	2000
URXPREG	Pregnancy test result	UCPREG_D	Pregnancy Test - Urine	2005	2006
URXPREG	Pregnancy test result	UC_C	Pregnancy Test - Urine	2003	2004
URXPREG	Pregnancy test result	UC_B	Pregnancy Test - Urine	2001	2002
URXPREG	Pregnancy test result	UCPREG_F	Pregnancy Test - Urine	2009	2010
URXPREG	Pregnancy test result	UCPREG_G	Pregnancy Test - Urine	2011	2012
URXPREG	Pregnancy test result	UCPREG_H	Pregnancy Test - Urine	2013	2014
URXPREG	Urine Pregnancy Result	UCPREG_I	Pregnancy Test - Urine	2015	2016
KID221	How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?	PSA_D	Prostate Specific Antigen (PSA)	2005	2006
KID221	How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?	L11PSA_C	Prostate Specific Antigen (PSA)	2003	2004
KID221	How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?	PSA_F	Prostate Specific Antigen (PSA)	2009	2010
KIQ115	{Do you/does SP} have an infection or inflammation of the prostate gland at the present time?	PSA_E	Prostate Specific Antigen (PSA)	2007	2008
KIQ115	{Do you/does SP} have an infection or inflammation of the prostate gland at the present time?	PSA_D	Prostate Specific Antigen (PSA)	2005	2006
KIQ115	{Do you/does SP} have an infection or inflammation of the prostate gland at the present time?	L11PSA_C	Prostate Specific Antigen (PSA)	2003	2004
KIQ115	{Do you/does SP} have an infection or inflammation of the prostate gland at the present time?	L11PSA_B	Prostate specific antigen (PSA)	2001	2002
KIQ115	{Do you/does SP} have an infection or inflammation of the prostate gland at the present time?	PSA_F	Prostate Specific Antigen (PSA)	2009	2010
KIQ221	How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?	PSA_E	Prostate Specific Antigen (PSA)	2007	2008
KIQ221	How old {were you/was SP} when {you were/he was} first told that {you/he} had prostate cancer?	L11PSA_B	Prostate specific antigen (PSA)	2001	2002
LBDP3	Prostate specific antigen ratio (%)	PSA_E	Prostate Specific Antigen (PSA)	2007	2008
LBDP3	Prostate specific antigen ratio (%)	PSA_D	Prostate Specific Antigen (PSA)	2005	2006
LBDP3	Prostate specific antigen ratio (%)	L11PSA_C	Prostate Specific Antigen (PSA)	2003	2004
LBDP3	Prostate specific antigen ratio (%)	L11PSA_B	Prostate specific antigen (PSA)	2001	2002
LBDP3	Prostate specific antigen ratio (%)	PSA_F	Prostate Specific Antigen (PSA)	2009	2010
LBXP1	Total prostate specific antigen (ng/mL)	PSA_E	Prostate Specific Antigen (PSA)	2007	2008
LBXP1	Total prostate specific antigen (ng/mL)	PSA_D	Prostate Specific Antigen (PSA)	2005	2006
LBXP1	Prostate specific antigen, total (ng/mL)	L11PSA_C	Prostate Specific Antigen (PSA)	2003	2004
LBXP1	Prostate specific antigen, total (ng/mL)	L11PSA_B	Prostate specific antigen (PSA)	2001	2002
LBXP1	Total prostate specific antigen (ng/mL)	PSA_F	Prostate Specific Antigen (PSA)	2009	2010
LBXP2	Free prostate specific antigen (ng/mL)	PSA_E	Prostate Specific Antigen (PSA)	2007	2008
LBXP2	Free prostate specific antigen (ng/mL)	PSA_D	Prostate Specific Antigen (PSA)	2005	2006
LBXP2	Prostate specific antigen (PSA), free (ng/mL)	L11PSA_C	Prostate Specific Antigen (PSA)	2003	2004
LBXP2	Prostate specific antigen (PSA), free (ng/mL)	L11PSA_B	Prostate specific antigen (PSA)	2001	2002
LBXP2	Free prostate specific antigen (ng/mL)	PSA_F	Prostate Specific Antigen (PSA)	2009	2010
LBXPS4	Complexed prostate specific antigen (ng/mL)	PSA_E	Prostate Specific Antigen (PSA)	2007	2008
LBXPS4	Complexed prostate specific antigen (ng/mL)	PSA_F	Prostate Specific Antigen (PSA)	2009	2010
LB2DAY	 	l11p_2_b	Prostate-specific Antigen (PSA), Second Exam	2001	2002
LB2P1	Prostate specific antigen, total (ng/mL)	l11p_2_b	Prostate-specific Antigen (PSA), Second Exam	2001	2002
LB2P2	Prostate specific antigen (PSA), free (ng/mL)	l11p_2_b	Prostate-specific Antigen (PSA), Second Exam	2001	2002
LB2P3	Prostate specific antigen ratio (%)	l11p_2_b	Prostate-specific Antigen (PSA), Second Exam	2001	2002
URX24D	2,4-D (ug/L) result	UPHOPM_E	Pyrethroids, Herbicides, & OP Metabolites - Urine	2007	2008
URX24D	2,4-D (ug/L) result	UPHOPM_F	Pyrethroids, Herbicides, & OP Metabolites - Urine	2009	2010
URX25T	2,4,5-Trichlorophenoxyacetic acid (ug/L)	UPHOPM_E	Pyrethroids, Herbicides, & OP Metabolites - Urine	2007	2008
URX25T	2,4,5-Trichlorophenoxyacetic acid (ug/L)	UPHOPM_F	Pyrethroids, Herbicides, & OP Metabolites - Urine	2009	2010
URX4FP	4-fluoro-3-phenoxybenzoic (ug/L) acid	UPHOPM_E	Pyrethroids, Herbicides, & OP Metabolites - Urine	2007	2008
