variable_name	description
LBC183_PCBPOL_H	2,2',3,4,4',5',6-Heptachlorobiphenyl (pg/g);2013-2014
LBC187_PCBPOL_H	2,2',3,4',5,5',6-Heptachlorobiphenyl (pg/g);2013-2014
LBC189_PCBPOL_H	2,3,3',4,4',5,5'-Heptachlorobiphenyl (pg/g);2013-2014
LBC194_PCBPOL_H	2,2',3,3',4,4',5,5'-Octachlorobiphenyl (pg/g);2013-2014
LBC196_PCBPOL_H	2,2',3,3',4,4',5',6- and 2,2',3,4,4',5,5',6-Octachlorobiphenyl (pg/g);2013-2014
LBC199_PCBPOL_H	2,2',3,3',4,5,6,6'-Octachlorobiphenyl (pg/g);2013-2014
LBC206_PCBPOL_H	2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl (pg/g);2013-2014
LBC209_PCBPOL_H	Decachlorobiphenyl (pg/g);2013-2014
SSII4UC1_SSNORO_A	Ab con in dup 1 for GII.4 US95/96 ag;1999-2000
SSII4UC2_SSNORO_A	Ab con in dup 2 for GII.4 US95/96 ag;1999-2000
SSII4UC1_SSNORO_C	Ab con in dup 1 for GII.4 US95/96 ag;2003-2004
SSII4UC2_SSNORO_C	Ab con in dup 2 for GII.4 US95/96 ag;2003-2004
URXOP1_OPD_D	Dimethylphosphate result (ug/L);2005-2006
URXOP2_OPD_D	Diethylphosphate (ug/L);2005-2006
URXOP3_OPD_D	Dimethylthiophosphate (ug/L);2005-2006
URXOP4_OPD_D	Diethylthiophosphate (ug/L);2005-2006
URXOP5_OPD_D	Dimethyldithiophosphate (ug/L);2005-2006
URXOP6_OPD_D	Diethyldithiophosphate (ug/L);2005-2006
URXUCR_OPD_D	Urinary creatinine;2005-2006
URXOP1_L26OPD_C	Dimethylphosphate (ug/L);2003-2004
URXOP2_L26OPD_C	Diethylphosphate (ug/L);2003-2004
URXOP3_L26OPD_C	Dimethylthiophosphate (ug/L);2003-2004
URXOP4_L26OPD_C	Diethylthiophosphate (ug/L);2003-2004
URXOP5_L26OPD_C	Dimethyldithiophosphate (ug/L);2003-2004
URXOP6_L26OPD_C	Diethyldithiophosphate (ug/L);2003-2004
URXUCR_L26OPD_C	Creatinine, urine (mg/dL);2003-2004
URXOP1_OPD_E	Dimethylphosphate (ug/L);2007-2008
URXOP2_OPD_E	Diethylphosphate (ug/L);2007-2008
URXOP3_OPD_E	Dimethylthiophosphate (ug/L);2007-2008
URXOP4_OPD_E	Diethylthiophosphate (ug/L);2007-2008
URXOP5_OPD_E	Dimethyldithiophosphate (ug/L);2007-2008
URXOP6_OPD_E	Diethyldithiophosphate (ug/L);2007-2008
URXUCR_OPD_E	Urinary creatinine;2007-2008
URXOP1_OPD_G	Dimethylphosphate (ng/mL);2011-2012
URXOP2_OPD_G	Diethylphosphate (ng/mL);2011-2012
URXOP3_OPD_G	Dimethylthiophosphate (ng/mL);2011-2012
URXOP4_OPD_G	Diethylthiophosphate (ng/mL);2011-2012
URXOP5_OPD_G	Dimethyldithiophosphate (ng/mL);2011-2012
URXOP6_OPD_G	Diethyldithiophosphate (ng/mL);2011-2012
URXUP8_L04PER_C	Urinary Perchlorate;2003-2004
URXUCR_L04PER_C	Creatinine, urine (mg/dL);2003-2004
URXUP8_PERNT_D	Urinary perchlorate (ng/mL);2005-2006
URXNO3_PERNT_D	Urinary nitrate (ng/mL);2005-2006
URXSCN_PERNT_D	Urinary thiocyanate (ng/mL);2005-2006
URXUCR_PERNT_D	Urinary creatinine (mg/dL);2005-2006
URXUP8_PERNT_E	Urinary perchlorate (ng/mL);2007-2008
URXNO3_PERNT_E	Urinary nitrate (ng/mL);2007-2008
URXSCN_PERNT_E	Urinary thiocyanate (ng/mL);2007-2008
URXUCR_PERNT_E	Urinary creatinine (mg/dL);2007-2008
URXUP8_PERNT_G	Urinary perchlorate (ng/mL);2011-2012
URXNO3_PERNT_G	Urinary nitrate (ng/mL);2011-2012
URXSCN_PERNT_G	Urinary thiocyanate (ng/mL);2011-2012
URXUCR_PERNT_G	Urinary creatinine (mg/dL);2011-2012
URXUP8_PERNT_F	Urinary perchlorate (ng/mL);2009-2010
URXNO3_PERNT_F	Urinary nitrate (ng/mL);2009-2010
URXSCN_PERNT_F	Urinary thiocyanate (ng/mL);2009-2010
URXUCR_PERNT_F	Urinary creatinine (mg/dL);2009-2010
URXUP8_PERNT_H	Urinary perchlorate (ng/mL);2013-2014
URXNO3_PERNT_H	Urinary nitrate (ng/mL);2013-2014
URXSCN_PERNT_H	Urinary thiocyanate (ng/mL);2013-2014
URXUCR_PERNT_H	Urinary creatinine (mg/dL);2013-2014
URXUP8_PERNT_I	Perchlorate, urine (ng/mL);2015-2016
URXNO3_PERNT_I	Nitrate, urine (ng/mL);2015-2016
URXSCN_PERNT_I	Thiocyanate, urine (ng/mL);2015-2016
URXUP8_PERNTS_G	Urinary perchlorate (ng/mL);2011-2012
URXNO3_PERNTS_G	Urinary nitrate (ng/mL);2011-2012
URXSCN_PERNTS_G	Urinary thiocyanate (ng/mL);2011-2012
URXUCR_PERNTS_G	Urinary creatinine (mg/dL);2011-2012
URXUP8_PERNTS_H	Urinary perchlorate (ng/mL);2013-2014
URXNO3_PERNTS_H	Urinary nitrate (ng/mL);2013-2014
URXSCN_PERNTS_H	Urinary thiocyanate (ng/mL);2013-2014
URXUCR_PERNTS_H	Urinary creatinine (mg/dL);2013-2014
URXUP8_PERNTS_I	Perchlorate, urine (ng/mL);2015-2016
URXNO3_PERNTS_I	Nitrate, urine (ng/mL);2015-2016
URXSCN_PERNTS_I	Thiocyanate, urine (ng/mL);2015-2016
SSXUP8_SSNO3P_B	Urinary Perchlorate (ug/L);2001-2002
URXUCR_SSNO3P_B	Creatinine, urine (mg/dL);2001-2002
LBXPFDE_PFAS_I	Perfluorodecanoic acid (PFDeA) (ng/mL);2015-2016
LBXPFHS_PFAS_I	Perfluorohexane sulfonic acid (PFHxS) (ng/mL);2015-2016
LBXMPAH_PFAS_I	2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL);2015-2016
LBXPFNA_PFAS_I	Perfluorononanoic acid (PFNA) (ng/mL);2015-2016
LBXPFUA_PFAS_I	Perfluoroundecanoic acid (PFUA) (ng/mL);2015-2016
LBXPFDO_PFAS_I	Perfluorododecanoic acid (PFDoA) (ng/mL);2015-2016
LBXNFOA_PFAS_I	n-perfluorooctanoic acid (n-PFOA) (ng/mL);2015-2016
LBXBFOA_PFAS_I	Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL);2015-2016
LBXNFOS_PFAS_I	n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL);2015-2016
LBXMFOS_PFAS_I	Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL);2015-2016
SSGENX_SSPFSU_H	GenX(HFPO-DA propanoateammonium salt of heptafluoropropoxy)-propanoate)(ng/mL);2013-2014
SSPFBA_SSPFSU_H	Perflurobutanoic acid (ng/mL);2013-2014
SSPFHA_SSPFSU_H	Perfluorohexanoic acid (ng/mL);2013-2014
SSPFHP_SSPFSU_H	Perfluoroheptanoic acid (ng/mL);2013-2014
LBXPFDE_PFAS_J	Perfluorodecanoic acid (PFDeA) (ng/mL);2017-2018
LBXPFHS_PFAS_J	Perfluorohexane sulfonic acid (PFHxS) (ng/mL);2017-2018
LBXMPAH_PFAS_J	2-(N-methylperfluoroctanesulfonamido)acetic acid (Me-PFOSA-AcOH) (ng/mL);2017-2018
LBXPFNA_PFAS_J	Perfluorononanoic acid (PFNA) (ng/mL);2017-2018
LBXPFUA_PFAS_J	Perfluoroundecanoic acid (PFUA) (ng/mL);2017-2018
LBXNFOA_PFAS_J	n-perfluorooctanoic acid (n-PFOA) (ng/mL);2017-2018
LBXBFOA_PFAS_J	Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL);2017-2018
LBXNFOS_PFAS_J	n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL);2017-2018
LBXMFOS_PFAS_J	Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL);2017-2018
SSNPFOA_SSPFAS_H	Linear perfluorooctanoate (ug/L);2013-2014
SSBPFOA_SSPFAS_H	Br. iso of perfluorooctanoate (ug/L);2013-2014
SSNPFOS_SSPFAS_H	Linear perfluorooctane sulfonate (ug/L);2013-2014
SSMPFOS_SSPFAS_H	Monomethyl branched iso of PFOS (ug/L);2013-2014
LBXPFDE_PFAS_H	Pefluorodecanoic acid (ug/L);2013-2014
LBXPFHS_PFAS_H	Perfluorohexane sulfonic acid (ug/L);2013-2014
LBXMPAH_PFAS_H	2-(N-Methyl-perfluorooctane sulfonamido) acetic acid (ug/L);2013-2014
LBXPFBS_PFAS_H	Perfluorobutane sulfonic acid (ug/L);2013-2014
LBXPFHP_PFAS_H	Perfluoroheptanoic acid (ug/L);2013-2014
LBXPFNA_PFAS_H	Perfluorononanoic acid (ug/L);2013-2014
LBXPFUA_PFAS_H	Perfluoroundecanoic acid (ug/L);2013-2014
LBXPFDO_PFAS_H	Perflurododecanoic acid (ug/L);2013-2014
SSCLPF_SSPFAS_J	Chlorohexadecafluorooxanonane sulfonate;2017-2018
SSFHPS_SSPFAS_J	Perfluoro-1-heptanesulfonate;2017-2018
SSPFHA_SSPFAS_J	Perfluorohexanoate;2017-2018
SSPFSA_SSPFAC_H	Perfluorooctane sulfonamide (ng/mL);2013-2014
SSMPAH_SSPFAC_H	2(N-methyl-perfluor sulfon)acid (ng/mL);2013-2014
SSEPAH_SSPFAC_H	2(N-ethyl-perfluor sulfon)ac.acid(ng/mL);2013-2014
SSPFDE_SSPFAC_H	Pefluorodecanoic acid (ng/mL);2013-2014
SSPFBS_SSPFAC_H	Perfluorobutane sulfonic acid (ng/mL);2013-2014
SSPFHP_SSPFAC_H	Perfluoroheptanoic acid (ng/mL);2013-2014
SSPFNA_SSPFAC_H	Perfluorononanoic acid (ng/mL);2013-2014
SSPFUA_SSPFAC_H	Perfluoroundecanoic acid (ng/mL);2013-2014
SSPFHS_SSPFAC_H	Perfluorohexane sulfonic acid (ng/mL);2013-2014
SSNPFOA_SSPFAC_H	Linear perfluorooctanoate (ng/mL);2013-2014
SSBPFOA_SSPFAC_H	Branch isomers-perfluorooctanoate (ng/mL);2013-2014
SSNPFOS_SSPFAC_H	Linear perfluorooctane sulfonate( ng/mL);2013-2014
SSMPFOS_SSPFAC_H	Monomethyl br. isomers of PFOS (ng/mL);2013-2014
SEPAH_SSPFC_A	Surplus sera 2-(N-ethyl-perfluorooctane sulfonamido) acetate (EPAH) result (ng/ml);1999-2000
SMPAH_SSPFC_A	Surplus sera 2-(N-methyl-perfluorooctane sulfonamido) acetate (MPAH) result (ng/ml);1999-2000
SPFDE_SSPFC_A	Surplus sera perfluorodecanoate (PFDE) result (ng/ml);1999-2000
SPFDO_SSPFC_A	Surplus sera perfluorododecanoate (PFDO) result (ng/ml);1999-2000
SPFHP_SSPFC_A	Surplus sera perfluoroheptanoate (PFHP) result (ng/ml);1999-2000
SPFHS_SSPFC_A	Surplus sera perfluorohexane sulfonate (PFHS) result (ng/ml);1999-2000
SPFNA_SSPFC_A	Surplus sera perfluorononanoate (PFNA) result (ng/ml);1999-2000
SPFOA_SSPFC_A	Surplus sera perfluorooctanoate (PFOA) result (ng/ml);1999-2000
SPFOS_SSPFC_A	Surplus sera perfluorooctane sulfonate (PFOS) result (ng/ml);1999-2000
SPFSA_SSPFC_A	Surplus sera perfluorooctane sulfonamide (PFSA) result (ng/ml);1999-2000
SPFUA_SSPFC_A	Surplus sera perfluoroundecanoate (PFUA) result (ng/ml);1999-2000
URXBPH_EPHPP_H	Urinary Bisphenol A (ng/mL);2013-2014
URXTLC_EPHPP_H	Urinary Triclocarban (ng/mL);2013-2014
URXBUP_EPHPP_H	Butyl paraben (ng/ml);2013-2014
URXEPB_EPHPP_H	Ethyl paraben (ng/ml);2013-2014
URXMPB_EPHPP_H	Methyl paraben (ng/ml);2013-2014
URXPPB_EPHPP_H	Propyl paraben (ng/ml);2013-2014
URX14D_EPHPP_H	2,5-dichlorophenol (ug/L);2013-2014
URXDCB_EPHPP_H	2,4-dichlorophenol (ug/L);2013-2014
URXUCR_EPHPP_H	Urinary creatinine;2013-2014
URXBPH_EPHPP_I	Urinary Bisphenol A (ng/mL);2015-2016
URXTLC_EPHPP_I	Urinary Triclocarban (ng/mL);2015-2016
URXBUP_EPHPP_I	Butyl paraben (ng/mL);2015-2016
URXEPB_EPHPP_I	Ethyl paraben (ng/mL);2015-2016
URXMPB_EPHPP_I	Methyl paraben (ng/mL);2015-2016
URXPPB_EPHPP_I	Propyl paraben (ng/mL);2015-2016
URX14D_EPHPP_I	2,5-dichlorophenol (ng/mL);2015-2016
URXDCB_EPHPP_I	2,4-dichlorophenol (ng/mL);2015-2016
URXAPE_CARB_D	Acephate (ug/L);2005-2006
URXETU_CARB_D	Ethylenethio urea (ug/L);2005-2006
URXMMI_CARB_D	Methamidaphos (ug/L);2005-2006
URXUCR_CARB_D	Creatinine, urine (mg/dL);2005-2006
URXAPE_CARB_E	Acephate (ug/L);2007-2008
URXETU_CARB_E	Ethylenethio urea (ug/L);2007-2008
URXMMI_CARB_E	Methamidaphos (ug/L);2007-2008
URXOMO_CARB_E	O-methoate (ug/L);2007-2008
URXPTU_CARB_E	Propylenethio urea (ug/L);2007-2008
URXUCR_CARB_E	Creatinine, urine (mg/dL);2007-2008
URX24D_L26UPP_C	2,4-D result (ug/L);2003-2004
URX25T_L26UPP_C	2,4,5 Trichlorophenoxyacetic acid (ug/L);2003-2004
URXAPE_L26UPP_C	Acephate (ug/L);2003-2004
URXCBF_L26UPP_C	Carbofuranphenol (ug/L) result;2003-2004
URXEMM_L26UPP_C	Ethametsulfuron methyl (ug/L);2003-2004
URXETU_L26UPP_C	Ethylenethio urea (ug/L);2003-2004
URXMMI_L26UPP_C	Methamidaphos (ug/L);2003-2004
URXMTO_L26UPP_C	Dimethoate (ug/L);2003-2004
URXPTU_L26UPP_C	Propylenethio urea (ug/L);2003-2004
URXUCR_L26UPP_C	Creatinine, urine (mg/dL);2003-2004
URXEMM_UPP_D	Ethametsulfuron methyl (ug/L);2005-2006
URXUCR_UPP_D	Creatinine, urine (mg/dL);2005-2006
URX24D_L26PP_B	2,4-D (ug/L) result;2001-2002
URXATZ_L26PP_B	Atrazine mercapturate (ug/L) result;2001-2002
URXCBF_L26PP_B	Carbofuranphenol (ug/L) result;2001-2002
URXDEE_L26PP_B	DEET (ug/L);2001-2002
URXCPM_L26PP_B	3,5,6-trichloropyridinol (ug/L) result;2001-2002
URXDIZ_L26PP_B	Oxypyrimidine (ug/L) result;2001-2002
URXPAR_L26PP_B	Paranitrophenol (ug/L) result;2001-2002
URXPPX_L26PP_B	2-isopropoxyphenol (ug/L) result;2001-2002
URXOP1_L26PP_B	Dimethylphosphate (ug/L) result;2001-2002
URXOP2_L26PP_B	Diethylphosphate (ug/L)result;2001-2002
URXOP3_L26PP_B	Dimethylthiophosphate (ug/L) result;2001-2002
URXOP4_L26PP_B	Diethylthiophosphate (ug/L) result;2001-2002
URXOP5_L26PP_B	Dimethyldithiophosphate (ug/L) result;2001-2002
URXOP6_L26PP_B	Diethyldithiophosphate (ug/L) result;2001-2002
URX4FP_L26PP_B	4-fluoro-3-phenoxybenzoic (ug/L) acid;2001-2002
URXCMH_L26PP_B	3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol;2001-2002
URXDPY_L26PP_B	2-(diethylamino)-6-methylpyrimidin-4-ol/one;2001-2002
URXOPM_L26PP_B	3-phenoxybenzoic (ug/L) acid result;2001-2002
URXTCC_L26PP_B	trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid;2001-2002
URXUCR_L26PP_B	Creatinine, urine (mg/dL);2001-2002
URXNOS_UPP_E	Nicosulfuron (ug/L);2007-2008
URXUCR_UPP_E	Creatinine, urine (mg/dL);2007-2008
URX24D_LAB26PP	2,4-D (ug/L);1999-2000
URX25T_LAB26PP	2,4,5-T (ug/L);1999-2000
URXALA_LAB26PP	Alachlor mercapturate (ug/L);1999-2000
URXATZ_LAB26PP	Atrazine mercapturate (ug/L);1999-2000
URXCBF_LAB26PP	Carbofuranphenol (ug/L);1999-2000
URXDEE_LAB26PP	DEET (ug/L);1999-2000
URXMAL_LAB26PP	Malathion diacid (ug/L);1999-2000
URXCPM_LAB26PP	3,5,6-trichloropyridinol (ug/L);1999-2000
URXDIZ_LAB26PP	Oxypyrimidine (ug/L);1999-2000
URXPAR_LAB26PP	Paranitrophenol (ug/L);1999-2000
URXPPX_LAB26PP	2-isopropoxyphenol (ug/L);1999-2000
URXOP1_LAB26PP	Dimethylphosphate (ug/L);1999-2000
URXOP2_LAB26PP	Diethylphosphate (ug/L);1999-2000
URXOP3_LAB26PP	Dimethylthiophosphate (ug/L);1999-2000
URXOP4_LAB26PP	Diethylthiophosphate (ug/L);1999-2000
URXOP5_LAB26PP	Dimethyldithiophosphate (ug/L);1999-2000
URXOP6_LAB26PP	Diethyldithiophosphate (ug/L);1999-2000
URX4FP_LAB26PP	4-fluoro-3-phenoxybenzoic acid (ug/L);1999-2000
URXTCC_LAB26PP	trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid;1999-2000
URXOPM_LAB26PP	3-phenoxybenzoic acid (ug/L);1999-2000
URXUCR_LAB26PP	Creatinine, urine (mg/dL);1999-2000
URX14D_PP_D	2,5-dichlorophenol (ug/L) result;2005-2006
URXDCB_PP_D	2,4-dichlorophenol (ug/L) result;2005-2006
URX1TB_PP_D	2,4,5-trichlorophenol (ug/L) result;2005-2006
URXUCR_PP_D	Urinary creatinine (mg/dL);2005-2006
URX14D_L24PP_C	2,5-dichlorophenol (ug/L) result;2003-2004
URXDCB_L24PP_C	2,4-dichlorophenol (ug/L) result;2003-2004
URX1TB_L24PP_C	2,4,5-trichlorophenol (ug/L) result;2003-2004
URXUCR_L24PP_C	Creatinine, urine (mg/dL);2003-2004
URX14D_PP_E	2,5-dichlorophenol (ug/L) result;2007-2008
URXDCB_PP_E	2,4-dichlorophenol (ug/L) result;2007-2008
URX1TB_PP_E	2,4,5-trichlorophenol (ug/L) result;2007-2008
URXUCR_PP_E	Urinary creatinine (mg/dL);2007-2008
URX14D_PP_F	2,5-dichlorophenol (ug/L) result;2009-2010
URXDCB_PP_F	2,4-dichlorophenol (ug/L) result;2009-2010
URX1TB_PP_F	2,4,5-trichlorophenol (ug/L) result;2009-2010
URXUCR_PP_F	Urinary creatinine (mg/dL);2009-2010
URX14D_PP_G	2,5-dichlorophenol (ug/L) result;2011-2012
URXDCB_PP_G	2,4-dichlorophenol (ug/L) result;2011-2012
URXUCR_PP_G	Urinary creatinine (mg/dL);2011-2012
LBXHCB_L28OCP_C	Hexachlorobenzene (ng/g);2003-2004
LBXGHC_L28OCP_C	Gamma-hexachloro-cyclohexane (ng/g);2003-2004
LBXPDE_L28OCP_C	ppDDE (ng/g);2003-2004
LBXPDT_L28OCP_C	ppDDT (ng/g);2003-2004
LBXODT_L28OCP_C	opDDT (ng/g);2003-2004
LBXOXY_L28OCP_C	Oxychlordane (ng/g);2003-2004
LBXTNA_L28OCP_C	Trans-nonachlor (ng/g);2003-2004
LBXHPE_L28OCP_C	Heptachlor Epoxide (ng/g);2003-2004
LBXALD_L28OCP_C	Aldrin (ng/g);2003-2004
LBXDIE_L28OCP_C	Dieldrin (ng/g);2003-2004
LBXEND_L28OCP_C	Endrin (ng/g);2003-2004
LBCGHC_PSTPOL_D	Gamma-hexachlorocyclohexane (ng/g);2005-2006
LBCMIR_PSTPOL_D	Mirex (ng/g);2005-2006
LBCPDT_PSTPOL_D	p,p'-DDT (ng/g);2005-2006
LBCMIR_PSTPOL_E	Mirex (ng/g);2007-2008
LBCPDT_PSTPOL_E	p,p'-DDT (ng/g);2007-2008
LBCGHC_PSTPOL_F	Gamma-hexachlorocyclohexane (pg/g);2009-2010
LBCMIR_PSTPOL_F	Mirex (pg/g);2009-2010
LBCPDT_PSTPOL_F	p,p'-dichlorodiphenyltrichlorethane (pg/g);2009-2010
LBCMIR_PSTPOL_G	Mirex (pg/g);2011-2012
LBCPDT_PSTPOL_G	p,p'-dichlorodiphenyltrichlorethane (p/g);2011-2012
LBCMIR_PSTPOL_H	Mirex (pg/g);2013-2014
LBCPDT_PSTPOL_H	p,p'-dichlorodiphenyltrichlorethane (pg/g);2013-2014
URXCNP_PHTHTE_D	Mono(carboxynonyl) phthalate (ng/mL);2005-2006
URXCOP_PHTHTE_D	Mono(carboxyoctyl) phthalate(ng/mL);2005-2006
URXMBP_PHTHTE_D	Mono-n-butyl phthalate;2005-2006
URXMCP_PHTHTE_D	Mono-cyclohexyl phthalate;2005-2006
URXMEP_PHTHTE_D	Mono-ethyl phthalate;2005-2006
URXMHP_PHTHTE_D	Mono-(2-ethyl)-hexyl phthalate;2005-2006
URXMNP_PHTHTE_D	Mono-isononyl phthalate;2005-2006
URXMOP_PHTHTE_D	Mono-n-octyl phthalate;2005-2006
URXMZP_PHTHTE_D	Mono-benzyl phthalate;2005-2006
URXMNM_PHTHTE_D	Mono-n-methyl phthalate;2005-2006
URXMC1_PHTHTE_D	Mono-(3-carboxypropyl) phthalate;2005-2006
URXMHH_PHTHTE_D	Mono-(2-ethyl-5-hydroxyhexyl) phthalate;2005-2006
URXMOH_PHTHTE_D	Mono-(2-ethyl-5-oxohexyl) phthalate;2005-2006
URXMIB_PHTHTE_D	Mono-isobutyl pthalate;2005-2006
URXECP_PHTHTE_D	Mono-2-ethyl-5-carboxypentyl phthalate;2005-2006
URXUCR_PHTHTE_D	Creatinine, urine (mg/dL);2005-2006
URXCNP_PHTHTE_E	Mono(carboxynonyl) Phthalate (ng/mL);2007-2008
URXCOP_PHTHTE_E	Mono(carboxyoctyl) Phthalate (ng/mL);2007-2008
URXECP_PHTHTE_E	Mono-2-ethyl-5-carboxypentyl phthalate;2007-2008
URXMBP_PHTHTE_E	Mono-n-butyl phthalate (ng/mL);2007-2008
URXMC1_PHTHTE_E	Mono-(3-carboxypropyl) phthalate;2007-2008
URXMCP_PHTHTE_E	Mono-cyclohexyl phthalate (ng/mL);2007-2008
URXMEP_PHTHTE_E	Mono-ethyl phthalate (ng/mL);2007-2008
URXMHH_PHTHTE_E	Mono-(2-ethyl-5-hydroxyhexyl) phthalate;2007-2008
URXMHP_PHTHTE_E	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2007-2008
URXMNM_PHTHTE_E	Mono-n-methyl phthalate;2007-2008
URXMNP_PHTHTE_E	Mono-isononyl phthalate (ng/mL);2007-2008
URXMOH_PHTHTE_E	Mono-(2-ethyl-5-oxohexyl) phthalate;2007-2008
URXMOP_PHTHTE_E	Mono-n-octyl phthalate (ng/mL);2007-2008
URXMZP_PHTHTE_E	Mono-benzyl phthalate (ng/mL);2007-2008
URXMIB_PHTHTE_E	Mono-isobutyl phthalate;2007-2008
URXUCR_PHTHTE_E	Creatinine, urine (mg/dL);2007-2008
URXMBP_L24PH_C	Mono-n-butyl phthalate (ng/mL);2003-2004
URXMCP_L24PH_C	Mono-cyclohexyl phthalate (ng/mL);2003-2004
URXMEP_L24PH_C	Mono-ethyl phthalate (ng/mL);2003-2004
URXMHP_L24PH_C	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2003-2004
URXMNP_L24PH_C	Mono-isononyl phthalate (ng/mL);2003-2004
URXMOP_L24PH_C	Mono-n-octyl phthalate (ng/mL);2003-2004
URXMZP_L24PH_C	Mono-benzyl phthalate (ng/mL);2003-2004
URXMNM_L24PH_C	Mono-n-methyl phthalate (ng/mL);2003-2004
URXMC1_L24PH_C	Mono-(3-carboxypropyl) phthalate (ng/mL);2003-2004
URXMHH_L24PH_C	Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL);2003-2004
URXMOH_L24PH_C	Mono-(2-ethyl-5-oxohexl) phthalate (ng/mL);2003-2004
URXMIB_L24PH_C	Mono-isobutyl phthalate (ng/mL);2003-2004
URXECP_L24PH_C	mono-2-ethyl-5-carboxypentyl phthalate (ng/mL);2003-2004
URXUCR_L24PH_C	Creatinine, urine (mg/dL);2003-2004
URXCNP_PHTHTE_F	Mono(carboxynonyl) Phthalate (ng/mL);2009-2010
URXCOP_PHTHTE_F	Mono(carboxyoctyl) Phthalate (ng/mL);2009-2010
URXECP_PHTHTE_F	Mono-2-ethyl-5-carboxypentyl phthalate;2009-2010
URXMBP_PHTHTE_F	Mono-n-butyl phthalate (ng/mL);2009-2010
URXMC1_PHTHTE_F	Mono-(3-carboxypropyl) phthalate;2009-2010
URXMCP_PHTHTE_F	Mono-cyclohexyl phthalate (ng/mL);2009-2010
URXMEP_PHTHTE_F	Mono-ethyl phthalate (ng/mL);2009-2010
URXMHH_PHTHTE_F	Mono-(2-ethyl-5-hydroxyhexyl) phthalate;2009-2010
URXMHP_PHTHTE_F	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2009-2010
URXMNM_PHTHTE_F	Mono-n-methyl phthalate;2009-2010
URXMNP_PHTHTE_F	Mono-isononyl phthalate (ng/mL);2009-2010
URXMOH_PHTHTE_F	Mono-(2-ethyl-5-oxohexyl) phthalate;2009-2010
URXMOP_PHTHTE_F	Mono-n-octyl phthalate (ng/mL);2009-2010
URXMZP_PHTHTE_F	Mono-benzyl phthalate (ng/mL);2009-2010
URXMIB_PHTHTE_F	Mono-isobutyl phthalate;2009-2010
URXUCR_PHTHTE_F	Creatinine, urine (mg/dL);2009-2010
URXCNP_PHTHTE_G	Mono(carboxynonyl) Phthalate (ng/mL);2011-2012
URXCOP_PHTHTE_G	Mono(carboxyoctyl) Phthalate (ng/mL);2011-2012
URXECP_PHTHTE_G	Mono-2-ethyl-5-carboxypentyl phthalate;2011-2012
URXMBP_PHTHTE_G	Mono-n-butyl phthalate (ng/mL);2011-2012
URXMC1_PHTHTE_G	Mono-(3-carboxypropyl) phthalate (ng/mL);2011-2012
URXMEP_PHTHTE_G	Mono-ethyl phthalate (ng/mL);2011-2012
URXMHH_PHTHTE_G	Mono-(2-ethl-5-hydrxhxyl) phthte (ng/mL);2011-2012
URXMHP_PHTHTE_G	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2011-2012
URXMNM_PHTHTE_G	Mono-n-methyl phthalate;2011-2012
URXMNP_PHTHTE_G	Mono-isononyl phthalate (ng/mL);2011-2012
URXMOH_PHTHTE_G	Mono-(2-ethyl-5-oxohexyl) phthalate;2011-2012
URXMZP_PHTHTE_G	Mono-benzyl phthalate (ng/mL);2011-2012
URXMIB_PHTHTE_G	Mono-isobutyl phthalate;2011-2012
URXMHNC_PHTHTE_G	MHNC (ng/mL);2011-2012
URXUCR_PHTHTE_G	Creatinine, urine (mg/dL);2011-2012
URXUCR_PHTHTE_H	Creatinine, urine (mg/dL);2013-2014
URXCNP_PHTHTE_H	Mono(carboxynonyl) Phthalate (ng/mL);2013-2014
URXCOP_PHTHTE_H	Mono(carboxyoctyl) Phthalate (ng/mL);2013-2014
URXECP_PHTHTE_H	Mono-2-ethyl-5-carboxypentyl phthalate (ng/mL);2013-2014
URXMBP_PHTHTE_H	Mono-n-butyl phthalate (ng/mL);2013-2014
URXMC1_PHTHTE_H	Mono-(3-carboxypropyl) phthalate (ng/mL);2013-2014
URXMEP_PHTHTE_H	Mono-ethyl phthalate (ng/mL);2013-2014
URXMHH_PHTHTE_H	Mono-(2-ethyl-5-hydroxyhexyl) phthalate (ng/mL);2013-2014
URXMHNC_PHTHTE_H	Cyclohexane 1,2-dicarboxylic acid monohydroxy isononyl ester (ng/mL);2013-2014
URXMHP_PHTHTE_H	Mono-(2-ethyl)-hexyl phthalate (ng/mL);2013-2014
